Order_ID,Order_Date,Region,Customer_ID,Customer_Age,Customer_Segment,Channel,Product_Category,Quantity,Unit_Price,Discount_Pct,Revenue,Gross_Profit,Marketing_Spend,Shipping_Cost,Return,Order_Status,Customer_Satisfaction,Payment_Method
ORD10474,2025-05-27,West,1015,38.0,Consumer,Website,Electronics,1,32599.0,0.0,32599.0,4563.86,1694.89,309.18,No,Cancelled,4.3,Net Banking
ORD10550,2025-04-22,South,1038,23.0,SMB,Marketplace,Fashion,2,2481.0,5.0,4713.9,1791.28,567.92,82.96,No,Cancelled,4.3,Credit Card
ORD10317,2025-02-18,North,1144,42.0,Consumer,Marketplace,Electronics,2,27161.0,5.0,51605.9,7224.83,1875.24,270.65,No,Delivered,4.5,Credit Card
ORD10598,2025-06-27,South,1130,56.0,Enterprise,Website,Sports,2,3396.0,0.0,6792.0,2173.44,2821.74,454.23,No,Delivered,4.3,COD
ORD10027,2025-01-22,South,1085,21.0,SMB,Mobile App,Sports,2,3579.0,10.0,6442.2,2061.5,2817.72,210.78,No,Cancelled,,UPI
ORD10143,2025-02-05,North,1032,43.0,Consumer,Website,Home & Kitchen,1,9295.0,10.0,8365.5,2007.72,799.28,395.25,No,Delivered,3.9,UPI
ORD10375,2025-01-08,West,1112,21.0,Consumer,Mobile App,Sports,2,5228.0,0.0,10456.0,3345.92,621.59,290.44,No,Delivered,4.1,Credit Card
ORD10440,2025-04-06,South,1077,48.0,Consumer,Mobile App,Beauty,1,1989.0,20.0,1591.2,716.04,1535.45,411.35,No,Delivered,4.1,Debit Card
ORD10443,2025-02-17,North,1066,,SMB,Mobile App,Electronics,2,34561.0,15.0,58753.7,8225.52,2325.41,340.92,No,Delivered,4.4,Net Banking
ORD10209,2025-02-07,South,1015,40.0,SMB,Marketplace,Beauty,1,2034.0,15.0,1728.9,778.01,2206.08,172.44,No,Delivered,3.9,Net Banking
ORD10044,2025-01-18,North,1105,27.0,Consumer,Mobile App,Electronics,1,32673.0,10.0,29405.7,4116.8,2000.0,218.28,Yes,Returned,3.4,Net Banking
ORD10548,2025-03-03,East,1064,46.0,Consumer,Retail Store,Fashion,3,2544.0,10.0,6868.8,2610.14,1617.92,463.29,No,Delivered,3.9,Debit Card
ORD10217,2025-05-04,South,1025,22.0,SMB,Mobile App,Fashion,2,3621.0,0.0,7242.0,2751.96,1997.13,83.1,No,Cancelled,3.6,Credit Card
ORD10196,2025-02-23,North,1146,55.0,Consumer,Mobile App,Fashion,5,2719.0,10.0,12235.5,4649.49,619.2,286.68,Yes,Returned,4.6,Credit Card
ORD10125,2025-05-22,East,1055,49.0,SMB,Website,Home & Kitchen,2,7573.0,10.0,13631.4,3271.54,1054.5,123.58,No,Delivered,4.6,UPI
ORD10552,2025-05-21,North,1146,33.0,Consumer,Retail Store,Home & Kitchen,3,7596.0,10.0,20509.2,4922.21,1996.96,112.25,No,Delivered,4.2,Credit Card
ORD10581,2025-06-16,South,1099,49.0,Consumer,Mobile App,Beauty,1,1460.0,20.0,1168.0,525.6,2795.64,182.36,No,Delivered,4.2,Debit Card
ORD10470,2025-04-10,South,1051,43.0,SMB,Retail Store,Home & Kitchen,2,10207.0,5.0,19393.3,4654.39,1391.45,477.87,No,Delivered,4.6,COD
ORD10191,2025-04-23,North,1132,55.0,SMB,Website,Fashion,2,2486.0,25.0,3729.0,1417.02,1507.44,81.14,No,Delivered,3.9,COD
ORD10589,2025-01-09,North,1133,51.0,Enterprise,Marketplace,Beauty,4,1391.0,0.0,5564.0,2503.8,1858.48,290.01,No,Delivered,4.5,UPI
ORD10352,2025-06-04,East,1019,26.0,SMB,Website,Electronics,3,29191.0,20.0,70058.4,9808.18,,195.57,No,Delivered,4.5,Debit Card
ORD10586,2025-03-16,South,1025,25.0,Consumer,Website,Beauty,1,1477.0,0.0,1477.0,664.65,619.24,493.17,No,Delivered,3.7,UPI
ORD10453,2025-05-24,East,1033,34.0,SMB,Mobile App,Sports,1,3811.0,10.0,3429.9,1097.57,1386.23,455.93,No,Delivered,3.8,Credit Card
ORD10270,2025-04-14,North,1015,43.0,Consumer,Marketplace,Fashion,5,3861.0,20.0,15444.0,5868.72,2229.68,102.14,Yes,Delivered,3.5,UPI
ORD10126,2025-04-13,West,1024,36.0,Consumer,Website,Electronics,1,26093.0,15.0,22179.05,3105.07,2412.75,204.08,No,Delivered,,Credit Card
ORD10546,2025-01-17,South,1013,50.0,Enterprise,Mobile App,Fashion,1,2815.0,5.0,2674.25,1016.22,804.71,99.4,No,Cancelled,4.5,UPI
ORD10496,2025-01-12,West,1073,52.0,Consumer,Website,Sports,1,4032.0,10.0,3628.8,1161.22,2307.27,176.35,No,Delivered,3.9,Net Banking
ORD10366,2025-06-01,North,1013,48.0,SMB,Retail Store,Electronics,3,32110.0,,96330.0,13486.2,858.88,123.06,No,Delivered,4.0,Net Banking
ORD10514,2025-04-03,South,1036,20.0,Consumer,Website,Fashion,3,3917.0,10.0,10575.9,4018.84,1586.07,195.51,No,Delivered,4.5,Debit Card
ORD10076,2025-02-17,South,1063,32.0,Enterprise,Website,Electronics,1,30370.0,20.0,24296.0,3401.44,2813.23,471.02,No,Delivered,4.6,COD
ORD10174,2025-02-20,South,1048,19.0,Consumer,Website,Sports,1,4800.0,10.0,4320.0,1382.4,1603.7,130.2,No,Delivered,5.0,UPI
ORD10499,2025-06-10,West,1087,20.0,Enterprise,Website,Fashion,1,3642.0,0.0,3642.0,1383.96,2176.28,87.42,No,Delivered,4.1,Net Banking
ORD10052,2025-05-10,South,1060,27.0,SMB,Marketplace,Home & Kitchen,1,7356.0,0.0,7356.0,1765.44,451.64,483.79,No,Delivered,4.3,Net Banking
ORD10301,2025-02-07,East,1100,42.0,SMB,Mobile App,Sports,1,3723.0,15.0,3164.55,1012.66,1463.32,360.11,No,Delivered,4.6,Net Banking
ORD10494,2025-06-20,South,1025,35.0,Consumer,Marketplace,Fashion,1,2505.0,15.0,2129.25,809.12,2329.78,132.34,No,Delivered,3.7,Credit Card
ORD10591,2025-05-25,South,1147,50.0,SMB,Website,Electronics,1,28492.0,5.0,27067.4,3789.44,344.98,324.54,No,Delivered,4.1,Credit Card
ORD10259,2025-05-28,North,1110,43.0,Consumer,Mobile App,Beauty,2,1614.0,10.0,2905.2,1307.34,859.05,383.33,No,Delivered,3.9,Credit Card
ORD10058,2025-06-24,North,1139,23.0,SMB,Mobile App,Electronics,1,28022.0,0.0,28022.0,3923.08,389.82,159.29,No,Delivered,4.7,COD
ORD10164,2025-05-01,South,1100,59.0,Enterprise,Mobile App,Beauty,1,2119.0,5.0,2013.05,905.87,356.05,331.83,Yes,Returned,4.2,UPI
ORD10439,2025-02-03,West,1113,28.0,Consumer,Retail Store,Fashion,1,3229.0,10.0,2906.1,1104.32,1059.65,168.17,No,Delivered,4.1,Net Banking
ORD10234,2025-04-14,West,1036,33.0,Consumer,Mobile App,Fashion,2,3145.0,5.0,5975.5,2270.69,1450.19,177.61,Yes,Delivered,3.0,UPI
ORD10510,2025-02-04,North,1131,31.0,SMB,Website,Sports,2,3855.0,20.0,6168.0,1973.76,2241.93,367.97,No,Delivered,3.9,COD
ORD10248,2025-01-02,South,1021,31.0,SMB,Mobile App,Electronics,1,32691.0,10.0,29421.9,4119.07,1415.39,102.08,No,Delivered,3.9,Net Banking
ORD10477,2025-03-10,South,1023,35.0,SMB,Marketplace,Fashion,3,2919.0,10.0,7881.3,2994.89,2590.09,298.77,No,Delivered,4.2,COD
ORD10502,2025-02-12,South,1061,36.0,Enterprise,Website,Beauty,3,1748.0,15.0,4457.4,2005.83,2597.57,261.01,No,Delivered,4.9,UPI
ORD10094,2025-05-09,East,1084,60.0,SMB,Marketplace,Electronics,1,23902.0,20.0,19121.6,2677.02,2665.72,128.45,No,Delivered,4.8,UPI
ORD10100,2025-06-12,North,1139,47.0,Consumer,Website,Electronics,1,25952.0,20.0,20761.6,2906.62,497.11,225.82,No,Delivered,4.3,Debit Card
ORD10488,2025-06-27,South,1083,32.0,SMB,Marketplace,Sports,1,5245.0,15.0,4458.25,1426.64,744.42,388.13,No,Delivered,4.4,Net Banking
ORD10229,2025-06-10,South,1062,26.0,SMB,Marketplace,Electronics,2,34950.0,10.0,62910.0,8807.4,1971.75,118.42,No,Delivered,4.4,Credit Card
ORD10130,2025-03-31,North,1075,38.0,SMB,Marketplace,Electronics,1,34885.0,10.0,31396.5,4395.51,1021.1,437.78,No,Delivered,4.0,Net Banking
ORD10463,2025-02-08,West,1012,60.0,Consumer,Retail Store,Electronics,1,22507.0,15.0,19130.95,2678.33,2624.16,460.58,No,Cancelled,4.0,COD
ORD10149,2025-03-07,South,1106,31.0,Consumer,Website,Home & Kitchen,1,8144.0,15.0,6922.4,1661.38,2939.24,434.81,No,Delivered,3.9,Net Banking
ORD10406,2025-01-06,South,1142,60.0,SMB,Website,Sports,1,3675.0,15.0,3123.75,999.6,1615.47,199.3,No,Delivered,4.2,UPI
ORD10085,2025-02-10,West,1071,40.0,Enterprise,Website,Fashion,1,3908.0,25.0,2931.0,1113.78,1592.5,377.78,Yes,Delivered,2.7,UPI
ORD10310,2025-01-28,North,1094,18.0,Consumer,Website,Fashion,1,3547.0,5.0,3369.65,1280.47,1770.41,172.34,No,Delivered,4.5,COD
ORD10456,2025-01-29,West,1047,60.0,Consumer,Website,Sports,2,3986.0,5.0,7573.4,2423.49,2241.5,429.73,Yes,Delivered,3.2,COD
ORD10281,2025-06-12,West,1028,48.0,Consumer,Marketplace,Electronics,1,32893.0,10.0,29603.7,4144.52,610.25,264.23,No,Delivered,4.1,Credit Card
ORD10433,2025-05-17,North,1106,36.0,SMB,Marketplace,Electronics,3,25032.0,5.0,71341.2,9987.77,1983.5,479.13,No,Delivered,4.5,Net Banking
ORD10092,2025-01-09,East,1002,33.0,Consumer,Website,Beauty,2,1358.0,15.0,2308.6,1038.87,2332.69,106.84,Yes,Returned,4.2,COD
ORD10221,2025-05-28,East,1009,32.0,Consumer,Marketplace,Electronics,4,30380.0,20.0,97216.0,13610.24,2313.44,446.07,No,Delivered,4.1,COD
ORD10029,2025-02-18,North,1087,50.0,Enterprise,Mobile App,Beauty,1,1872.0,5.0,1778.4,800.28,1386.0,291.16,No,Delivered,4.3,UPI
ORD10441,2025-05-06,South,1077,50.0,SMB,Marketplace,Beauty,1,1436.0,10.0,1292.4,581.58,1583.54,405.32,No,Delivered,4.4,Debit Card
ORD10073,2025-06-11,West,1043,54.0,SMB,Mobile App,Fashion,3,2956.0,0.0,8868.0,3369.84,670.88,284.71,No,Delivered,3.9,UPI
ORD10564,2025-04-21,West,1148,51.0,SMB,Mobile App,Home & Kitchen,3,7635.0,15.0,19469.25,4672.62,,169.55,No,Delivered,4.5,Debit Card
ORD10323,2025-01-06,East,1053,36.0,SMB,Marketplace,Electronics,2,23427.0,20.0,37483.2,5247.65,604.68,263.44,Yes,Delivered,2.5,Debit Card
ORD10385,2025-02-20,North,1014,52.0,Consumer,Mobile App,Home & Kitchen,1,6595.0,10.0,5935.5,1424.52,1015.72,90.49,No,Delivered,4.5,Debit Card
ORD10319,2025-06-21,South,1072,49.0,Consumer,Website,Sports,3,5124.0,0.0,15372.0,4919.04,1971.85,320.31,No,Delivered,3.9,Credit Card
ORD10459,2025-04-04,South,1043,48.0,Consumer,Website,Beauty,5,1942.0,10.0,8739.0,3932.55,977.4,469.77,No,Delivered,3.9,Net Banking
ORD10155,2025-01-28,East,1137,36.0,Enterprise,Mobile App,Fashion,4,3578.0,25.0,10734.0,4078.92,2214.03,269.05,No,Delivered,4.0,UPI
ORD10262,2025-04-30,South,1061,46.0,Consumer,Mobile App,Home & Kitchen,1,8913.0,15.0,7576.05,1818.25,2592.09,380.07,No,Delivered,4.5,COD
ORD10381,2025-04-08,East,1099,53.0,Enterprise,Marketplace,Sports,2,3311.0,0.0,6622.0,2119.04,2201.71,362.1,No,Delivered,4.6,Credit Card
ORD10201,2025-05-10,East,1035,22.0,Enterprise,Mobile App,Sports,1,4431.0,5.0,4209.45,1347.02,2867.21,422.21,No,Delivered,4.6,Credit Card
ORD10358,2025-02-12,East,1128,32.0,Enterprise,Mobile App,Beauty,1,2127.0,10.0,1914.3,861.44,781.72,357.96,No,Delivered,3.8,UPI
ORD10577,2025-02-08,East,1064,39.0,Enterprise,Mobile App,Beauty,1,2228.0,0.0,2228.0,1002.6,1620.91,140.32,No,Delivered,3.9,Net Banking
ORD10183,2025-03-03,West,1062,18.0,Consumer,Website,Home & Kitchen,1,6482.0,15.0,5509.7,1322.33,1660.01,82.85,No,Cancelled,4.1,Net Banking
ORD10394,2025-06-29,West,1014,33.0,SMB,Website,Fashion,1,3322.0,0.0,3322.0,1262.36,1602.14,385.53,No,Delivered,4.5,Net Banking
ORD10176,2025-06-01,South,1007,23.0,Consumer,Website,Sports,1,5122.0,0.0,5122.0,1639.04,612.01,124.69,No,Delivered,4.4,Credit Card
ORD10296,2025-06-25,West,1048,30.0,SMB,Mobile App,Electronics,3,23652.0,0.0,70956.0,9933.84,2539.34,172.54,No,Delivered,4.6,COD
ORD10317,2025-02-18,North,1144,42.0,Consumer,Marketplace,Electronics,2,27161.0,5.0,51605.9,7224.83,1875.24,270.65,No,Delivered,4.5,Credit Card
ORD10294,2025-05-08,North,1145,47.0,Consumer,Marketplace,Electronics,2,27283.0,10.0,49109.4,6875.32,1006.73,261.44,No,Delivered,4.2,UPI
ORD10236,2025-01-11,North,1085,46.0,Consumer,Website,Home & Kitchen,1,10264.0,5.0,9750.8,2340.19,2075.97,497.04,No,Delivered,4.3,Net Banking
ORD10388,2025-05-05,West,1045,39.0,Consumer,Mobile App,Fashion,3,3735.0,10.0,10084.5,3832.11,550.33,334.42,No,Delivered,4.8,Debit Card
ORD10533,2025-04-09,West,1101,20.0,Enterprise,Website,Fashion,2,2410.0,10.0,4338.0,1648.44,2564.24,148.28,No,Delivered,4.1,Credit Card
ORD10551,2025-03-27,North,1100,48.0,SMB,Website,Fashion,3,3402.0,25.0,7654.5,2908.71,1457.34,418.31,No,Delivered,4.7,UPI
ORD10525,2025-04-30,North,1133,43.0,SMB,Marketplace,Electronics,2,31236.0,15.0,53101.2,7434.17,1515.75,475.01,No,Delivered,4.5,Debit Card
ORD10431,2025-01-23,North,1048,24.0,Consumer,Mobile App,Beauty,1,1600.0,10.0,1440.0,648.0,410.52,362.59,No,Delivered,4.6,UPI
ORD10400,2025-01-08,West,1025,34.0,Consumer,Marketplace,Electronics,2,30509.0,20.0,48814.4,6834.02,1873.25,132.45,No,Cancelled,3.7,Debit Card
ORD10402,2025-03-01,North,1136,39.0,Enterprise,Website,Sports,1,4034.0,15.0,3428.9,1097.25,627.82,125.99,No,Delivered,4.6,Debit Card
ORD10391,2025-02-27,West,1029,54.0,Consumer,Website,Fashion,2,3305.0,15.0,5618.5,2135.03,573.73,324.66,Yes,Delivered,3.1,Net Banking
ORD10302,2025-04-19,West,1054,43.0,SMB,Website,Beauty,3,1509.0,20.0,3621.6,1629.72,1142.92,192.2,No,Delivered,4.2,Credit Card
ORD10081,2025-02-22,West,1138,26.0,SMB,Mobile App,Beauty,2,1725.0,20.0,2760.0,1242.0,1000.93,278.34,No,Delivered,3.6,COD
ORD10363,2025-04-09,East,1026,48.0,SMB,Website,Beauty,3,1855.0,15.0,4730.25,2128.61,817.69,103.98,No,Delivered,4.4,Net Banking
ORD10308,2025-01-30,South,1043,47.0,Consumer,Mobile App,Beauty,4,2128.0,10.0,7660.8,3447.36,1923.74,212.61,No,Delivered,3.9,Net Banking
ORD10064,2025-05-12,North,1146,32.0,SMB,Mobile App,Electronics,2,22753.0,15.0,38680.1,5415.21,1518.42,127.01,No,Delivered,4.9,Credit Card
ORD10062,2025-02-19,South,1033,27.0,Consumer,Marketplace,Home & Kitchen,1,9775.0,10.0,8797.5,2111.4,1371.24,201.91,Yes,Delivered,3.8,Credit Card
ORD10486,2025-06-01,North,1088,45.0,Enterprise,Mobile App,Electronics,2,27362.0,15.0,46515.4,6512.16,764.16,257.86,No,Delivered,4.2,Net Banking
ORD10379,2025-05-23,East,1074,28.0,Consumer,Website,Electronics,2,33568.0,15.0,57065.6,7989.18,2319.64,227.81,No,Delivered,4.7,Net Banking
ORD10487,2025-05-20,South,1057,21.0,Consumer,Website,Electronics,2,31923.0,15.0,54269.1,7597.67,1777.78,269.99,No,Delivered,4.2,UPI
ORD10401,2025-02-22,North,1019,43.0,Consumer,Mobile App,Fashion,5,2523.0,10.0,11353.5,4314.33,635.09,300.69,No,Delivered,4.1,Net Banking
ORD10187,2025-05-10,East,1030,58.0,Consumer,Retail Store,Electronics,1,29245.0,5.0,27782.75,3889.59,1502.72,299.45,No,Delivered,4.0,Credit Card
ORD10009,2025-05-02,East,1113,41.0,SMB,Mobile App,Home & Kitchen,5,8335.0,15.0,35423.75,8501.7,2046.46,381.29,No,Delivered,5.0,Net Banking
ORD10086,2025-06-06,South,1143,57.0,SMB,Website,Home & Kitchen,1,6693.0,15.0,5689.05,1365.37,2627.61,326.8,Yes,Returned,3.2,UPI
ORD10396,2025-03-11,South,1031,38.0,SMB,Retail Store,Home & Kitchen,1,9696.0,15.0,8241.6,1977.98,771.39,159.57,Yes,Returned,4.1,COD
ORD10521,2025-02-27,West,1065,54.0,Consumer,Website,Fashion,1,2742.0,0.0,2742.0,1041.96,864.4,112.89,Yes,Returned,4.7,Debit Card
ORD10498,2025-03-06,East,1057,18.0,SMB,Website,Fashion,1,3867.0,10.0,3480.3,1322.51,2623.8,102.97,No,Delivered,4.1,Debit Card
ORD10097,2025-05-19,East,1094,43.0,Consumer,Marketplace,Fashion,1,2433.0,10.0,2189.7,832.09,2205.02,379.41,No,Delivered,4.2,Debit Card
ORD10276,2025-05-26,West,1113,23.0,Consumer,Mobile App,Sports,2,4065.0,25.0,6097.5,1951.2,2267.95,207.73,No,Delivered,4.4,Credit Card
ORD10157,2025-02-13,West,1034,44.0,Consumer,Website,Beauty,3,2133.0,15.0,5439.15,2447.62,1149.5,357.2,No,Delivered,4.3,Net Banking
ORD10399,2025-04-11,South,1128,36.0,Enterprise,Website,Home & Kitchen,2,6446.0,15.0,10958.2,2629.97,2725.56,246.57,No,Delivered,4.3,Debit Card
ORD10427,2025-02-27,South,1004,20.0,Consumer,Marketplace,Electronics,3,27218.0,15.0,69405.9,9716.83,2558.32,406.3,No,Delivered,3.6,Net Banking
ORD10122,2025-05-11,East,1036,23.0,Consumer,Mobile App,Beauty,1,2236.0,20.0,1788.8,804.96,2481.78,434.91,No,Delivered,4.4,Net Banking
ORD10545,2025-01-30,South,1009,56.0,Enterprise,Marketplace,Sports,1,3817.0,20.0,3053.6,977.15,2937.81,153.06,No,Delivered,3.5,UPI
ORD10212,2025-04-26,South,1150,55.0,Enterprise,Retail Store,Fashion,2,3896.0,10.0,7012.8,2664.86,1671.98,117.62,No,Delivered,3.8,COD
ORD10309,2025-04-07,South,1074,25.0,Consumer,Website,Home & Kitchen,3,7435.0,0.0,22305.0,5353.2,1215.89,341.04,No,Delivered,4.0,Debit Card
ORD10390,2025-02-27,South,1075,44.0,SMB,Retail Store,Electronics,2,33780.0,0.0,67560.0,9458.4,2518.43,301.36,No,Delivered,5.0,COD
ORD10369,2025-05-15,West,1073,58.0,Consumer,Marketplace,Beauty,1,1566.0,0.0,1566.0,704.7,1261.45,380.61,No,Delivered,4.0,UPI
ORD10165,2025-01-27,North,1124,46.0,Consumer,Mobile App,Fashion,1,2664.0,10.0,2397.6,911.09,2354.39,311.15,No,Delivered,4.2,COD
ORD10534,2025-02-05,North,1119,18.0,SMB,Marketplace,Sports,3,3280.0,10.0,8856.0,2833.92,2483.14,226.8,No,Cancelled,4.1,Debit Card
ORD10295,2025-02-02,East,1020,38.0,SMB,Website,Electronics,1,33785.0,15.0,28717.25,4020.42,1985.45,499.6,No,Delivered,4.3,COD
ORD10440,2025-04-06,South,1077,48.0,Consumer,Mobile App,Beauty,1,1989.0,20.0,1591.2,716.04,1535.45,411.35,No,Delivered,4.1,Debit Card
ORD10235,2025-05-09,North,1048,50.0,Consumer,Website,Fashion,2,3637.0,5.0,6910.3,2625.91,2912.91,346.97,No,Delivered,3.7,Debit Card
ORD10180,2025-04-06,West,1037,44.0,SMB,Website,Electronics,2,29025.0,5.0,55147.5,7720.65,2468.05,100.12,No,Delivered,4.0,Debit Card
ORD10070,2025-02-23,West,1130,56.0,SMB,Website,Beauty,1,2197.0,15.0,1867.45,840.35,2716.65,294.06,No,Delivered,3.8,Credit Card
ORD10272,2025-04-22,North,1023,30.0,SMB,Marketplace,Electronics,2,27379.0,5.0,52020.1,7282.81,1498.18,312.67,No,Delivered,3.8,Net Banking
ORD10574,2025-05-31,North,1149,20.0,Consumer,Marketplace,Home & Kitchen,4,7810.0,20.0,24992.0,5998.08,2064.68,137.85,No,Cancelled,4.0,Net Banking
ORD10024,2025-01-21,East,1012,59.0,SMB,Website,Home & Kitchen,1,9553.0,15.0,8120.05,1948.81,1588.44,146.55,No,Delivered,4.5,Debit Card
ORD10336,2025-03-08,South,1021,34.0,SMB,Retail Store,Beauty,2,1364.0,20.0,2182.4,982.08,1969.39,449.32,No,Delivered,4.0,UPI
ORD10571,2025-06-29,West,1084,51.0,Consumer,Retail Store,Beauty,2,1504.0,15.0,2556.8,1150.56,2596.36,296.12,No,Delivered,4.3,Credit Card
ORD10059,2025-02-04,North,1036,57.0,Enterprise,Mobile App,Beauty,1,2229.0,15.0,1894.65,852.59,629.1,254.05,No,Delivered,4.3,COD
ORD10529,2025-05-18,East,1120,41.0,Consumer,Website,Beauty,2,1573.0,0.0,3146.0,1415.7,856.22,279.11,No,Delivered,4.1,COD
ORD10501,2025-03-15,West,1055,54.0,Consumer,Website,Fashion,1,3305.0,5.0,3139.75,1193.1,1364.04,152.32,No,Delivered,4.1,Debit Card
ORD10266,2025-03-16,South,1077,28.0,SMB,Marketplace,Fashion,3,3391.0,10.0,9155.7,3479.17,1225.67,204.51,No,Cancelled,3.7,Credit Card
ORD10469,2025-03-10,East,1049,56.0,SMB,Website,Electronics,2,24841.0,0.0,49682.0,6955.48,924.67,162.6,No,Delivered,3.8,Net Banking
ORD10442,2025-04-28,North,1028,31.0,Consumer,Mobile App,Fashion,2,2908.0,5.0,5525.2,2099.58,2414.1,171.45,No,Delivered,4.0,UPI
ORD10093,2025-03-29,South,1104,39.0,Enterprise,Website,Beauty,1,1490.0,0.0,1490.0,670.5,2278.72,111.22,No,Delivered,4.3,Debit Card
ORD10393,2025-02-18,North,1020,21.0,SMB,Website,Beauty,1,1476.0,10.0,1328.4,597.78,2491.24,396.31,No,Delivered,4.4,Debit Card
ORD10412,2025-02-24,South,1035,38.0,Enterprise,Website,Electronics,1,24136.0,5.0,22929.2,3210.09,2265.63,380.56,No,Delivered,4.9,Debit Card
ORD10374,2025-03-06,North,1041,24.0,Enterprise,Mobile App,Home & Kitchen,1,7303.0,5.0,6937.85,1665.08,2430.36,389.47,No,Delivered,4.1,COD
ORD10148,2025-01-28,South,1122,23.0,Enterprise,Mobile App,Electronics,2,30779.0,15.0,52324.3,7325.4,1484.35,295.4,No,Delivered,4.3,Debit Card
ORD10252,2025-02-06,West,1061,44.0,SMB,Website,Fashion,2,3599.0,5.0,6838.1,2598.48,1854.62,272.34,No,Delivered,4.6,Debit Card
ORD10213,2025-04-08,East,1064,58.0,SMB,Marketplace,Electronics,2,26261.0,15.0,44643.7,6250.12,1974.65,380.45,No,Delivered,4.2,COD
ORD10479,2025-01-16,North,1045,20.0,Enterprise,Marketplace,Fashion,1,2737.0,5.0,2600.15,988.06,1083.12,109.84,No,Delivered,4.3,UPI
ORD10277,2025-05-08,North,1098,18.0,SMB,Mobile App,Electronics,3,32123.0,10.0,86732.1,12142.49,1113.95,340.86,Yes,Delivered,3.7,Net Banking
ORD10554,2025-06-26,West,1137,42.0,SMB,Retail Store,Fashion,1,2931.0,15.0,2491.35,946.71,1994.16,365.13,No,Delivered,4.3,COD
ORD10339,2025-01-25,South,1074,32.0,Consumer,Retail Store,Electronics,2,33222.0,5.0,63121.8,8837.05,1679.62,187.14,No,Delivered,4.2,Debit Card
ORD10013,2025-04-10,South,1133,51.0,Enterprise,Website,Fashion,3,3733.0,10.0,10079.1,3830.06,2621.13,279.69,Yes,Delivered,3.6,Credit Card
ORD10304,2025-01-08,South,1025,45.0,Enterprise,Marketplace,Sports,1,3391.0,5.0,3221.45,1030.86,2450.01,262.98,Yes,Delivered,2.4,Net Banking
ORD10576,2025-02-26,North,1011,41.0,SMB,Mobile App,Sports,3,3668.0,15.0,9353.4,2993.09,1901.25,87.78,No,Delivered,3.7,COD
ORD10444,2025-03-30,South,1010,28.0,SMB,Website,Fashion,3,2820.0,5.0,8037.0,3054.06,1533.41,100.19,No,Delivered,4.3,COD
ORD10387,2025-03-04,West,1140,55.0,SMB,Marketplace,Sports,2,3478.0,0.0,6956.0,2225.92,820.75,295.89,No,Delivered,4.2,Debit Card
ORD10261,2025-02-23,West,1098,21.0,Enterprise,Website,Home & Kitchen,2,9083.0,10.0,16349.4,3923.86,925.32,309.69,No,Cancelled,4.6,UPI
ORD10505,2025-05-21,South,1016,50.0,Enterprise,Marketplace,Fashion,2,3505.0,10.0,6309.0,2397.42,2314.69,258.41,No,Delivered,4.2,Net Banking
ORD10055,2025-04-21,North,1011,35.0,Consumer,Marketplace,Fashion,1,2794.0,10.0,2514.6,955.55,763.31,113.27,Yes,Delivered,3.3,UPI
ORD10579,2025-06-30,South,1050,47.0,SMB,Mobile App,Fashion,1,2940.0,10.0,2646.0,1005.48,954.87,385.54,No,Delivered,4.5,Net Banking
ORD10151,2025-02-14,East,1081,41.0,Enterprise,Mobile App,Home & Kitchen,2,10214.0,10.0,18385.2,4412.45,2291.01,376.92,No,Delivered,3.9,Net Banking
ORD10344,2025-06-23,East,1068,55.0,SMB,Mobile App,Beauty,1,2198.0,10.0,1978.2,890.19,1200.88,120.75,No,Delivered,4.0,Debit Card
ORD10535,2025-04-06,South,1076,36.0,Consumer,Website,Beauty,1,1832.0,20.0,1465.6,659.52,1158.34,212.6,No,Delivered,3.5,Net Banking
ORD10592,2025-01-07,East,1023,22.0,Consumer,Marketplace,Home & Kitchen,1,6724.0,5.0,6387.8,1533.07,1215.15,205.95,Yes,Returned,4.4,Net Banking
ORD10107,2025-05-15,North,1061,26.0,Consumer,Website,Home & Kitchen,2,10569.0,10.0,19024.2,4565.81,928.12,475.8,No,Delivered,4.3,COD
ORD10232,2025-02-08,West,1079,35.0,Consumer,Website,Sports,1,3603.0,15.0,3062.55,980.02,1790.23,350.68,No,Delivered,4.5,Net Banking
ORD10238,2025-05-31,West,1051,27.0,Enterprise,Marketplace,Electronics,1,33913.0,0.0,33913.0,4747.82,2818.98,174.85,No,Delivered,4.6,Net Banking
ORD10411,2025-04-09,North,1020,55.0,SMB,Mobile App,Fashion,2,3752.0,15.0,6378.4,2423.79,668.2,432.13,No,Delivered,4.1,Net Banking
ORD10025,2025-06-10,East,1145,46.0,Enterprise,Marketplace,Electronics,1,32344.0,15.0,27492.4,3848.94,2441.27,106.13,No,Delivered,3.9,COD
ORD10300,2025-06-07,South,1132,55.0,SMB,Website,Electronics,5,30065.0,10.0,135292.5,18940.95,1107.93,300.16,No,Delivered,4.7,Credit Card
ORD10383,2025-02-01,West,1138,28.0,Enterprise,Website,Sports,1,4817.0,0.0,4817.0,1541.44,2294.61,186.79,No,Delivered,5.0,UPI
ORD10565,2025-05-24,East,1109,45.0,SMB,Website,Beauty,4,2170.0,20.0,6944.0,3124.8,426.88,408.33,No,Delivered,4.5,UPI
ORD10384,2025-03-27,East,1075,47.0,Consumer,Retail Store,Sports,2,3482.0,25.0,5223.0,1671.36,1126.92,345.04,No,Delivered,3.9,COD
